,time,mag,mag_err
0,2174.2447400531246,14.717250164394093,0.01917210671260898
1,2174.251684732441,14.738059285336618,0.01953557392067458
2,2174.2586294112907,14.725495815160626,0.01931749546057325
3,2174.265574090141,14.722792592908233,0.019287260484482358
4,2174.2725187689903,14.71463342494951,0.019115683832395678
5,2174.279463447841,14.725162790910748,0.019335058394218667
6,2174.286408126225,14.754550602303219,0.01982712795531341
7,2174.293352804143,14.73256893957682,0.019450816249831165
8,2174.300297482528,14.734878848123085,0.0194756811538105
9,2174.3072421604475,14.744588604574394,0.019653360863878266
10,2174.3141868383655,14.699443534177973,0.018906079064201154
11,2174.321131515818,14.697996979684143,0.018867557582708173
12,2174.3280761932715,14.742879968573545,0.019641198133308183
13,2174.3350208707257,14.734349286132678,0.019494809301870163
14,2174.341965547712,14.718611177093878,0.01918886871753358
15,2174.3489102247,14.728044483329393,0.019366564157107326
16,2174.355854901687,14.730192310640657,0.019401046512988997
17,2174.362799578209,14.734079526676625,0.019480573078564326
18,2174.3697442547304,14.685326382063556,0.018628470036088775
19,2174.376688931252,14.70814780229401,0.019024299332069557
20,2174.3836336073086,14.7401504852339,0.019578119663499424
21,2174.39057828383,14.749493433394465,0.019746241331056378
22,2174.3975229594207,14.733750840675652,0.019471228478173598
23,2174.404467635477,14.71706960200424,0.019168950524916177
24,2174.411412311067,14.691824876074532,0.01876802825641581
25,2174.4183569861907,14.669343733816978,0.01835261707564854
26,2174.425301661782,14.6905197065678,0.01871711474416949
27,2174.432246336908,14.735464983293513,0.01950405360807658
28,2174.439191012032,14.658323474243732,0.018173549247127708
29,2174.4461356866905,14.701546518771083,0.018915316605849657
30,2174.453080361349,14.689552185495517,0.018722035936134307
31,2174.460025036009,14.708380211584355,0.019035799529813713
32,2174.4669697102026,14.699969576530311,0.018934386448917113
33,2174.473914384861,14.699330059935095,0.0188725121410367
34,2174.480859058589,14.733189281178722,0.019453580922139415
35,2174.487803732783,14.69226962265361,0.018738607119428853
36,2174.494748406511,14.678013082564757,0.01850452822061875
37,2174.501693080239,14.731804476240043,0.01945401232753107
38,2174.5086377535004,14.738423825238987,0.01955445813493459
39,2174.5155824272274,14.711461665293632,0.01907644130569452
40,2174.522527100024,14.695016321473037,0.018807020857945302
41,2174.529471773287,14.730539500622545,0.01939442782441814
42,2174.5364164460834,14.730395986084028,0.019424465212693302
43,2174.5433611188796,14.741662407604911,0.01960426549278101
44,2174.550305791676,14.699109868898505,0.018916984668987852
45,2174.557250464007,14.745444647950658,0.019688180317505126
46,2174.5641951363377,14.67913820450734,0.018513172685891026
47,2174.5711398082026,14.745293532441636,0.019686859515605556
48,2174.578084480533,14.692691730666626,0.018751004470549726
49,2174.585029152399,14.70051867983753,0.018901215597474312
50,2174.5919738237985,14.707513686510575,0.019013558310669636
51,2174.5989184951977,14.727616979413343,0.019364058618247623
52,2174.605863166597,14.642994163353515,0.017928942268430045
53,2174.612807837997,14.72490142230874,0.01930666766965446
54,2174.6197525093967,14.673383775156863,0.01841856402528121
55,2174.62669718033,14.674705019536278,0.018448723392949576
56,2174.6336418507985,14.713277083029048,0.019115874215660286
57,2174.6405865217316,14.675984249322813,0.018521240256583874
58,2174.6475311922,14.705962515180735,0.018978274182531958
59,2174.6544758626687,14.711817977894919,0.019078667387244733
60,2174.6614205326714,14.688428298497145,0.018710688188931974
61,2174.668365202673,14.702650749704118,0.018948939496449674
62,2174.675309872675,14.712176642204478,0.01916380101351551
63,2174.682254542679,14.69067806660224,0.018728241999537668
64,2174.6891992122155,14.703864957557924,0.01894681629292531
65,2174.6961438817516,14.694498252648142,0.01881222300564939
66,2174.703088550823,14.732150853580366,0.01944046920840127
67,2174.710033219894,14.765587719414318,0.02005116288296567
68,2174.7169778889656,14.673292653457692,0.018452757165349002
69,2174.7239225580365,14.713682165563524,0.019119758233492733
70,2174.730867226642,14.737591752673959,0.019557742137000178
71,2174.737811895248,14.697313165575634,0.018851330487810673
72,2174.7447565638536,14.72559161764258,0.019341369661073967
73,2174.7517012319922,14.675837941623445,0.01848203823370896
74,2174.758645900598,14.731901535267776,0.019482029413597807
75,2174.7655905682723,14.65645489800542,0.018164323889268325
76,2174.772535236412,14.718754839495892,0.01921217666557169
77,2174.779479904087,14.672902812163162,0.018407620417105128
78,2174.7864245717615,14.680967557155126,0.018563727181114844
79,2174.793369238969,14.680595400094449,0.01858732588998064
80,2174.800313906643,14.717143419035471,0.01918214031165337
81,2174.807258573387,14.674980640033402,0.018458344362350807
82,2174.8142032405954,14.686834196014356,0.018668002350775644
83,2174.8211479073375,14.67091609555159,0.01838715825902423
84,2174.8280925740796,14.69537447709616,0.018818531017236552
85,2174.835037240823,14.675287605147615,0.018469111524575484
86,2174.8419819071014,14.675926497301047,0.018482350980323366
87,2174.8489265733774,14.717086286775311,0.019238853021319148
88,2174.855871239655,14.660420316746189,0.018221456083314155
89,2174.862815905933,14.694159006760833,0.01884229178616721
90,2174.869760571744,14.73597873946615,0.01950812345308858
91,2174.876705237555,14.67373675686615,0.018454360515006905
92,2174.883649902901,14.711397969691713,0.019093457701861372
93,2174.8905945682473,14.684321449561851,0.01863078916682526
94,2174.8975392335933,14.700625946489827,0.018922025611709876
95,2174.9044838989385,14.672734051904051,0.018441540328399068
96,2174.911428563819,14.702702017059645,0.018939529177024524
97,2174.9183732286992,14.708467917826258,0.019043855333423596
98,2174.925317893579,14.67118452150866,0.018454460230206547
99,2174.932262557994,14.688250785347893,0.01869272152262747
100,2174.9392072228748,14.710244591632751,0.01905837392025899
